Nama_Daerah,HLS,PPM,IPM,AHHL,AHHP,kategori
Konawe,13.03,12.75,72.04,68.23,72.48,Tidak Perlu Pembangunan
Kolaka,13.02,11.51,73.98,69.22,73.54,Tidak Perlu Pembangunan
Wakatobi,13.51,14.55,70.85,68.43,72.75,Tidak Perlu Pembangunan
Kolaka Utara,12.16,13.08,70.39,68.37,72.51,Tidak Perlu Pembangunan
Konawe Utara,13.11,13.72,71.1,67.32,71.74,Tidak Perlu Pembangunan
Kota Baubau,15.18,7.31,76.67,69.2,73.53,Tidak Perlu Pembangunan
Bone Bolango,13.66,16.05,70.9,66.56,70.83,Tidak Perlu Pembangunan
Kota Gorontalo,14.57,5.73,78.22,70.94,74.74,Tidak Perlu Pembangunan
MALUKU,14.0,15.97,70.22,64.53,68.43,Perlu Pembangunan
Maluku Tengah,14.28,17.46,71.81,64.65,68.62,Perlu Pembangunan
Kota Tidore Kepulauan,14.36,5.99,71.55,67.74,71.65,Tidak Perlu Pembangunan
Manokwari,13.77,19.9,72.6,67.15,71.21,Tidak Perlu Pembangunan
Kota Sorong,14.4,14.96,78.98,69.37,73.42,Tidak Perlu Pembangunan
Merauke,14.2,10.1,71.24,65.57,69.23,Tidak Perlu Pembangunan
Jayapura,14.4,11.94,72.67,64.98,69.46,Perlu Pembangunan
Biak Numfor,14.21,24.48,72.85,66.23,70.53,Perlu Pembangunan
Mimika,12.95,14.28,75.08,70.69,74.51,Tidak Perlu Pembangunan
Region_562,5.56,30.51,78.53,76.16,63.2,Perlu Pembangunan
Region_563,10.55,26.4,75.84,75.4,79.15,Perlu Pembangunan
Region_567,17.63,31.64,71.39,65.69,63.62,Perlu Pembangunan
Region_570,18.85,41.27,78.9,67.36,65.76,Perlu Pembangunan
Region_574,5.58,25.86,72.09,62.62,74.86,Perlu Pembangunan
Region_578,9.5,36.02,70.67,70.21,71.44,Perlu Pembangunan
Region_579,4.82,12.61,74.25,61.71,58.87,Perlu Pembangunan
Region_582,18.19,8.97,73.99,75.49,60.58,Perlu Pembangunan
Region_583,9.03,30.61,72.27,66.92,72.84,Perlu Pembangunan
Region_585,16.41,10.86,71.11,73.81,64.32,Perlu Pembangunan
Region_590,7.99,19.94,77.8,60.08,74.48,Perlu Pembangunan
Region_595,15.53,44.79,79.87,76.43,71.02,Perlu Pembangunan
Region_597,19.45,13.17,75.6,69.41,66.64,Tidak Perlu Pembangunan
Region_600,9.31,9.88,74.06,65.57,64.45,Perlu Pembangunan
Region_604,12.01,15.93,72.9,59.68,65.72,Perlu Pembangunan
Region_611,15.36,44.32,73.34,79.35,79.32,Perlu Pembangunan
Region_614,16.25,8.18,73.33,63.83,72.44,Perlu Pembangunan
Region_624,5.13,37.24,78.42,68.27,55.12,Perlu Pembangunan
Region_629,9.24,35.79,74.24,76.73,71.93,Perlu Pembangunan
Region_634,6.55,43.89,77.03,68.14,68.24,Perlu Pembangunan
Region_635,8.15,43.74,73.39,68.4,79.04,Perlu Pembangunan
Region_637,13.65,8.4,77.36,63.38,74.79,Perlu Pembangunan
Region_639,10.83,7.17,72.91,74.79,74.03,Tidak Perlu Pembangunan
Region_643,17.47,29.14,71.7,59.95,70.94,Perlu Pembangunan
Region_646,5.98,3.41,77.1,60.71,54.92,Perlu Pembangunan
Region_647,10.81,33.17,78.94,55.86,68.28,Perlu Pembangunan
Region_648,9.8,4.61,73.93,77.67,71.05,Tidak Perlu Pembangunan
Region_655,6.89,41.98,73.56,60.26,70.83,Perlu Pembangunan
Region_656,12.87,4.11,72.39,62.08,57.98,Perlu Pembangunan
Region_663,4.65,30.74,76.94,56.5,64.22,Perlu Pembangunan
Region_664,7.44,16.77,79.35,74.39,68.68,Perlu Pembangunan
Region_670,17.68,17.83,75.06,76.47,78.86,Tidak Perlu Pembangunan
Region_674,17.54,39.66,76.33,64.22,67.8,Perlu Pembangunan
Region_675,12.96,42.12,79.68,77.25,72.04,Perlu Pembangunan
Region_676,6.88,43.25,78.74,69.2,78.75,Perlu Pembangunan
Region_680,15.9,33.05,73.98,67.92,79.78,Perlu Pembangunan
Region_682,5.74,37.92,75.79,79.47,54.55,Perlu Pembangunan
Region_683,7.28,11.41,75.26,69.84,74.17,Perlu Pembangunan
Region_685,19.96,16.62,79.95,58.12,57.37,Perlu Pembangunan
Region_688,14.3,29.53,72.74,57.54,75.73,Perlu Pembangunan
Region_690,7.13,32.13,71.73,71.26,60.77,Perlu Pembangunan
Region_695,9.57,17.46,76.93,63.33,73.09,Perlu Pembangunan
Region_697,15.35,31.66,76.36,69.64,67.24,Perlu Pembangunan
Region_705,11.34,4.29,77.99,53.01,73.28,Perlu Pembangunan
Region_706,7.67,10.48,72.42,70.36,79.23,Perlu Pembangunan
Region_707,13.79,41.41,76.94,58.02,69.44,Perlu Pembangunan
Region_711,17.86,41.97,71.36,75.69,67.18,Perlu Pembangunan
Region_713,11.4,32.22,77.09,73.84,68.61,Perlu Pembangunan
Region_729,6.59,10.26,76.27,61.14,68.03,Perlu Pembangunan
Region_736,10.5,15.23,76.48,75.29,69.2,Tidak Perlu Pembangunan
Region_743,19.63,14.44,72.98,78.56,75.82,Tidak Perlu Pembangunan
Region_753,4.32,2.27,79.79,77.57,63.62,Perlu Pembangunan
Region_757,6.7,20.39,70.77,79.22,69.64,Perlu Pembangunan
Region_761,13.7,7.17,70.67,75.19,72.83,Tidak Perlu Pembangunan
Region_770,12.72,10.5,78.63,68.76,59.5,Perlu Pembangunan
Region_772,9.01,22.98,71.9,71.34,66.8,Perlu Pembangunan
Region_775,5.08,42.94,76.58,57.97,76.25,Perlu Pembangunan
Region_783,11.61,19.47,71.22,79.48,53.37,Perlu Pembangunan
Region_799,16.98,37.37,70.05,77.43,53.4,Perlu Pembangunan
Region_807,12.06,38.93,77.37,53.65,65.59,Perlu Pembangunan
Region_814,18.41,13.69,77.33,56.55,68.66,Perlu Pembangunan
Region_824,8.71,25.77,79.36,78.69,69.86,Perlu Pembangunan
Region_828,9.5,5.81,79.05,70.23,70.29,Tidak Perlu Pembangunan
Region_829,15.58,8.65,79.46,59.26,60.36,Perlu Pembangunan
Region_832,19.34,15.76,70.33,66.17,71.14,Tidak Perlu Pembangunan
Region_839,6.73,26.38,79.02,55.79,73.79,Perlu Pembangunan
Region_845,9.16,20.13,77.1,74.7,61.84,Perlu Pembangunan
Region_848,19.35,16.66,70.55,76.17,78.09,Tidak Perlu Pembangunan
Region_863,14.84,23.07,75.63,67.67,55.21,Perlu Pembangunan
Region_868,16.7,14.4,76.37,58.08,67.65,Perlu Pembangunan
Region_869,16.57,41.79,76.68,58.48,59.24,Perlu Pembangunan
Region_876,12.74,21.57,71.15,75.84,63.68,Perlu Pembangunan
Region_886,14.92,8.19,79.87,76.44,64.71,Perlu Pembangunan
Region_890,17.82,32.79,75.35,66.77,73.22,Perlu Pembangunan
Region_894,12.93,28.56,74.52,75.31,57.16,Perlu Pembangunan
Region_899,8.04,39.6,77.44,65.42,73.18,Perlu Pembangunan
Region_905,19.62,20.05,73.73,75.89,73.32,Perlu Pembangunan
Region_922,19.08,8.47,73.76,72.85,62.03,Perlu Pembangunan
Region_933,8.29,37.09,79.7,63.42,64.07,Perlu Pembangunan
Region_934,5.77,14.94,76.11,58.59,65.8,Perlu Pembangunan
Region_937,17.05,20.98,78.01,63.18,67.27,Perlu Pembangunan
Region_938,14.2,28.77,76.72,65.23,78.75,Perlu Pembangunan
Region_941,11.97,40.95,77.89,58.39,53.57,Perlu Pembangunan
Region_946,18.89,20.37,76.86,65.7,61.31,Perlu Pembangunan
Region_947,4.44,21.44,77.65,60.73,58.28,Perlu Pembangunan
Region_950,12.23,19.59,78.91,58.99,66.29,Perlu Pembangunan
Region_955,6.49,44.82,72.41,66.95,66.92,Perlu Pembangunan
Region_986,5.15,4.85,71.71,64.11,69.1,Perlu Pembangunan
Region_995,14.0,13.09,77.13,68.1,58.12,Perlu Pembangunan
Region_1001,7.94,13.72,78.79,79.5,57.54,Perlu Pembangunan
Region_1002,7.86,35.59,79.34,58.09,78.55,Perlu Pembangunan
Region_1010,19.88,32.79,76.42,76.43,70.09,Perlu Pembangunan
Region_1025,13.29,32.85,70.29,73.19,74.04,Perlu Pembangunan
Region_1027,5.96,44.61,79.59,74.09,70.01,Perlu Pembangunan
Region_1029,4.17,28.67,70.26,70.28,78.66,Perlu Pembangunan
Region_1041,8.94,6.94,73.11,78.51,66.94,Perlu Pembangunan
Region_1042,17.99,14.53,72.39,76.3,60.73,Perlu Pembangunan
Region_1059,12.96,15.5,72.29,65.56,53.03,Perlu Pembangunan
Region_1060,15.87,11.69,75.01,76.44,79.17,Tidak Perlu Pembangunan
Region_1072,14.93,41.42,79.44,66.61,61.47,Perlu Pembangunan
Region_1088,17.53,43.06,75.89,77.84,71.53,Perlu Pembangunan
Region_1117,7.54,30.41,78.78,70.5,67.38,Perlu Pembangunan
Region_1119,11.6,44.82,70.99,67.52,70.1,Perlu Pembangunan
Region_1128,9.41,9.54,75.52,77.36,56.43,Perlu Pembangunan
Region_1131,13.93,7.21,78.87,58.21,78.73,Perlu Pembangunan
Region_1132,10.24,27.3,78.18,67.5,75.05,Perlu Pembangunan
Region_1134,19.47,43.46,72.62,65.83,53.88,Perlu Pembangunan
Region_1155,19.14,10.16,74.52,71.07,77.44,Tidak Perlu Pembangunan
Region_1158,17.61,13.59,73.98,64.91,58.81,Perlu Pembangunan
Region_1161,11.46,29.95,72.64,77.43,70.41,Perlu Pembangunan
Region_1163,7.49,13.71,71.58,71.57,67.93,Perlu Pembangunan
Region_1170,13.55,33.78,74.41,60.71,75.28,Perlu Pembangunan
Region_1171,18.08,9.13,72.77,69.66,62.56,Perlu Pembangunan
Region_1172,13.23,16.26,73.56,64.07,57.36,Perlu Pembangunan
Region_1198,4.79,5.9,79.37,67.07,59.71,Perlu Pembangunan
Region_1204,18.09,16.15,78.82,62.52,54.78,Perlu Pembangunan
Region_1217,5.88,4.1,70.93,54.47,71.87,Perlu Pembangunan
Region_1225,7.15,43.87,74.85,64.4,74.98,Perlu Pembangunan
Region_1227,9.41,32.56,73.61,61.4,65.93,Perlu Pembangunan
Region_1240,10.1,43.77,74.77,76.23,69.2,Perlu Pembangunan
Region_1241,18.93,6.75,72.43,65.81,66.25,Tidak Perlu Pembangunan
Region_1243,13.26,8.47,71.67,74.68,53.17,Perlu Pembangunan
Region_1256,17.94,37.08,76.74,55.12,64.96,Perlu Pembangunan
Region_1272,12.62,15.1,70.93,77.59,71.95,Tidak Perlu Pembangunan
Region_1273,7.86,22.34,77.92,53.56,70.6,Perlu Pembangunan
Region_1274,9.87,11.6,72.08,63.93,71.88,Perlu Pembangunan
Region_1276,5.9,26.41,70.42,54.41,76.68,Perlu Pembangunan
Region_1277,14.72,12.82,76.4,62.38,78.93,Perlu Pembangunan
Region_1282,8.14,6.46,76.5,62.99,56.33,Perlu Pembangunan
Region_1286,14.27,34.75,77.42,58.39,79.72,Perlu Pembangunan
Region_1287,19.63,11.74,79.66,55.99,74.05,Perlu Pembangunan
Region_1292,13.64,40.68,77.18,67.33,54.86,Perlu Pembangunan
Region_1304,7.59,20.17,70.26,53.78,79.41,Perlu Pembangunan
Region_1311,18.86,5.68,75.74,71.21,60.39,Perlu Pembangunan
Region_1314,12.75,8.55,75.89,74.08,74.82,Tidak Perlu Pembangunan
Region_1318,7.88,38.24,74.21,55.2,71.94,Perlu Pembangunan
Region_1322,8.94,27.14,74.75,61.37,78.31,Perlu Pembangunan
Region_1323,14.73,7.82,73.9,55.44,77.64,Perlu Pembangunan
Region_1335,6.93,21.33,70.13,66.94,58.17,Perlu Pembangunan
Region_1336,11.53,42.76,76.66,62.77,57.95,Perlu Pembangunan
Region_1337,6.95,30.61,70.71,77.84,72.71,Perlu Pembangunan
Region_1341,14.99,31.71,73.81,76.74,71.57,Perlu Pembangunan
Region_1343,18.72,28.31,73.09,77.9,79.18,Perlu Pembangunan
Region_1359,9.44,33.28,75.38,61.87,54.18,Perlu Pembangunan
Region_1369,19.09,25.83,76.32,75.06,74.86,Perlu Pembangunan
Region_1372,8.78,6.85,70.81,53.12,75.39,Perlu Pembangunan
Region_1375,13.04,28.22,77.06,68.85,77.84,Perlu Pembangunan
Region_1378,5.23,21.27,74.28,58.1,68.15,Perlu Pembangunan
Region_1381,13.23,9.77,75.24,67.89,68.19,Tidak Perlu Pembangunan
Region_1386,11.06,19.1,77.36,59.79,57.3,Perlu Pembangunan
Region_1392,9.6,35.09,72.28,56.06,70.94,Perlu Pembangunan
Region_1396,5.23,36.22,70.87,56.25,55.16,Perlu Pembangunan
Region_1401,14.67,26.86,73.97,57.11,63.35,Perlu Pembangunan
Region_1406,6.22,28.04,72.37,56.99,75.45,Perlu Pembangunan
Region_1408,17.52,9.64,75.82,64.32,64.58,Perlu Pembangunan
Region_1409,15.08,32.01,72.26,67.02,65.95,Perlu Pembangunan
Region_1421,13.89,25.1,76.8,61.12,73.85,Perlu Pembangunan
Region_1422,10.31,3.9,77.16,76.26,62.9,Perlu Pembangunan
Region_1426,14.52,41.74,74.36,77.62,68.75,Perlu Pembangunan
Region_1433,17.86,11.28,71.57,59.54,57.89,Perlu Pembangunan
Region_1435,18.11,32.35,77.06,73.32,60.36,Perlu Pembangunan
Region_1436,18.82,12.02,77.75,77.29,55.41,Perlu Pembangunan
Region_1443,18.35,31.39,78.69,78.02,63.3,Perlu Pembangunan
Region_1450,10.54,5.89,70.9,79.09,72.9,Tidak Perlu Pembangunan
Region_1454,14.85,39.77,70.64,72.48,68.63,Perlu Pembangunan
Region_1456,11.69,11.09,78.55,59.99,79.9,Perlu Pembangunan
Region_1461,17.45,9.56,76.44,61.14,58.25,Perlu Pembangunan
Region_1462,13.74,26.3,77.33,74.66,55.8,Perlu Pembangunan
Region_1463,8.23,34.75,75.5,66.8,78.72,Perlu Pembangunan
Region_1466,16.64,7.89,70.51,58.56,54.74,Perlu Pembangunan
Region_1468,13.4,34.2,76.78,61.34,74.3,Perlu Pembangunan
Region_1475,19.07,6.0,75.08,59.53,67.97,Perlu Pembangunan
Region_1482,16.92,12.62,71.66,55.65,70.06,Perlu Pembangunan
Region_1483,4.27,24.05,73.71,65.53,75.03,Perlu Pembangunan
Region_1487,19.48,10.98,73.67,75.76,54.43,Perlu Pembangunan
Region_1498,8.17,16.76,77.07,73.81,74.38,Perlu Pembangunan
Region_1501,18.44,12.32,73.09,56.04,62.48,Perlu Pembangunan
Region_1504,6.39,19.88,77.86,58.38,65.99,Perlu Pembangunan
Region_1508,10.77,30.83,78.32,57.17,60.75,Perlu Pembangunan
Region_1511,8.41,2.6,75.8,61.74,75.29,Perlu Pembangunan
Region_1514,9.39,14.86,74.81,58.83,55.5,Perlu Pembangunan
Region_1525,8.41,16.8,72.24,53.53,68.59,Perlu Pembangunan
Region_1530,13.8,17.13,74.01,59.81,68.38,Perlu Pembangunan
Region_1533,11.34,7.57,74.14,76.93,56.71,Perlu Pembangunan
Region_1551,8.81,13.98,72.98,69.03,79.88,Perlu Pembangunan
Region_1560,8.09,14.56,70.25,60.77,71.18,Perlu Pembangunan
Region_1569,7.63,31.63,70.42,71.43,67.38,Perlu Pembangunan
Region_1572,14.91,21.46,78.9,78.91,54.59,Perlu Pembangunan
Region_1582,7.11,38.92,79.31,63.08,54.58,Perlu Pembangunan
Region_1587,5.18,28.91,73.84,78.59,74.22,Perlu Pembangunan
Region_1613,16.62,12.14,71.22,62.6,59.12,Perlu Pembangunan
Region_1615,6.28,18.9,74.23,73.93,57.39,Perlu Pembangunan
Region_1619,16.02,21.11,78.43,76.79,53.6,Perlu Pembangunan
Region_1620,7.22,15.94,77.26,74.6,60.56,Perlu Pembangunan
Region_1625,16.33,25.33,76.97,53.13,62.47,Perlu Pembangunan
Region_1636,14.77,8.93,71.71,71.54,58.32,Perlu Pembangunan
Region_1640,11.85,24.89,77.91,69.6,60.48,Perlu Pembangunan
Region_1644,15.86,24.08,75.18,65.53,64.73,Perlu Pembangunan
Region_1648,7.79,30.89,78.34,73.62,74.44,Perlu Pembangunan
Region_1654,10.41,43.26,79.24,62.83,71.78,Perlu Pembangunan
Region_1658,8.64,44.28,70.48,59.04,61.4,Perlu Pembangunan
Region_1661,5.82,28.94,75.64,79.78,75.77,Perlu Pembangunan
Region_1664,15.16,27.08,73.91,55.79,70.16,Perlu Pembangunan
Region_1665,12.44,14.61,70.3,58.77,68.88,Perlu Pembangunan
Region_1674,10.9,15.87,79.06,69.38,53.65,Perlu Pembangunan
Region_1677,17.6,29.77,70.98,53.13,61.04,Perlu Pembangunan
Region_1678,14.47,25.52,78.92,66.6,76.06,Perlu Pembangunan
Region_1679,13.92,7.07,79.1,56.69,66.95,Perlu Pembangunan
Region_1683,5.4,24.68,77.48,55.43,73.68,Perlu Pembangunan
Region_1687,10.1,6.79,73.21,71.01,77.75,Tidak Perlu Pembangunan
Region_1691,9.49,20.79,79.74,54.82,65.55,Perlu Pembangunan
Region_1699,4.73,44.15,71.38,77.0,65.89,Perlu Pembangunan
Region_1705,8.26,19.81,76.43,73.12,62.59,Perlu Pembangunan
Region_1706,8.38,41.34,79.16,76.85,75.79,Perlu Pembangunan
Region_1708,8.13,13.63,73.82,68.38,66.91,Perlu Pembangunan
Region_1712,5.45,4.23,75.52,53.29,78.73,Perlu Pembangunan
Region_1716,15.87,6.57,77.95,72.67,69.64,Tidak Perlu Pembangunan
Region_1721,4.27,19.06,79.66,74.95,57.66,Perlu Pembangunan
Region_1725,16.83,39.21,71.3,54.27,62.58,Perlu Pembangunan
Region_1733,17.92,25.11,74.26,54.2,78.91,Perlu Pembangunan
Region_1739,12.14,31.56,77.41,55.54,70.33,Perlu Pembangunan
Region_1741,12.93,33.38,75.85,78.27,70.23,Perlu Pembangunan
Region_1746,11.9,32.23,71.98,72.73,74.17,Perlu Pembangunan
Region_1748,14.44,10.55,77.78,65.79,69.07,Tidak Perlu Pembangunan
Region_1752,13.18,41.93,76.98,53.82,66.81,Perlu Pembangunan
Region_1767,16.93,18.96,70.08,62.72,76.87,Perlu Pembangunan
Region_1770,9.52,31.16,71.92,53.02,61.51,Perlu Pembangunan
Region_1771,10.33,18.17,77.37,75.9,74.12,Tidak Perlu Pembangunan
Region_1772,8.16,20.42,78.99,71.13,79.5,Perlu Pembangunan
Region_1773,11.96,17.65,74.63,59.56,73.63,Perlu Pembangunan
Region_1778,18.02,26.84,77.47,75.81,65.17,Perlu Pembangunan
Region_1782,7.95,4.26,77.24,74.0,79.15,Perlu Pembangunan
Region_1784,16.94,18.14,73.62,59.93,56.48,Perlu Pembangunan
Region_1790,18.22,29.07,74.82,55.79,58.77,Perlu Pembangunan
Region_1792,10.61,20.4,71.09,57.44,69.33,Perlu Pembangunan
Region_1793,8.04,18.25,78.21,77.11,71.96,Perlu Pembangunan
Region_1795,12.24,12.47,78.07,73.92,58.92,Perlu Pembangunan
Region_1798,5.31,27.82,73.89,56.97,79.03,Perlu Pembangunan
Region_1802,18.28,18.52,73.96,74.57,57.08,Perlu Pembangunan
Region_1805,5.16,13.5,78.4,60.84,79.54,Perlu Pembangunan
Region_1808,16.96,38.55,73.57,70.11,72.35,Perlu Pembangunan
Region_1811,10.66,35.99,76.0,64.0,63.36,Perlu Pembangunan
Region_1812,11.8,22.38,71.24,74.66,70.0,Perlu Pembangunan
Region_1813,13.26,31.19,76.53,62.74,70.96,Perlu Pembangunan
Region_1824,10.96,30.82,71.37,71.16,72.51,Perlu Pembangunan
Region_1827,16.75,6.93,78.91,60.47,62.33,Perlu Pembangunan
Region_1835,10.26,31.29,74.58,70.64,59.28,Perlu Pembangunan
Region_1841,13.02,28.38,79.47,72.31,68.72,Perlu Pembangunan
Region_1845,16.07,17.48,76.74,60.97,60.76,Perlu Pembangunan
Region_1848,17.61,38.58,74.38,77.4,62.94,Perlu Pembangunan
Region_1850,10.99,4.08,78.65,53.12,62.34,Perlu Pembangunan
Region_1852,4.86,14.61,70.91,58.7,75.42,Perlu Pembangunan
Region_1862,16.64,11.81,74.54,64.01,79.17,Perlu Pembangunan
Region_1864,12.28,18.02,71.46,78.28,74.13,Tidak Perlu Pembangunan
Region_1870,11.68,24.8,74.24,61.78,54.74,Perlu Pembangunan
Region_1880,15.47,5.52,79.5,65.73,75.01,Tidak Perlu Pembangunan
Region_1882,18.56,16.96,77.58,79.68,54.94,Perlu Pembangunan
Region_1899,17.61,10.08,78.72,70.15,56.93,Perlu Pembangunan
Region_1902,6.4,21.56,77.91,55.08,62.42,Perlu Pembangunan
Region_1903,15.65,41.77,76.43,64.96,55.48,Perlu Pembangunan
Region_1911,7.95,35.07,79.5,60.61,78.56,Perlu Pembangunan
Region_1912,5.73,15.24,75.47,61.95,74.92,Perlu Pembangunan
Region_1915,18.18,5.43,74.96,68.87,60.68,Perlu Pembangunan
Region_1921,7.81,20.65,75.53,79.87,54.7,Perlu Pembangunan
Region_1931,9.02,18.55,72.01,74.24,65.71,Tidak Perlu Pembangunan
Region_1940,12.11,19.03,72.48,68.32,53.38,Perlu Pembangunan
Region_1944,12.83,6.3,70.63,78.34,59.54,Perlu Pembangunan
Region_1946,5.61,37.36,79.18,66.03,79.48,Perlu Pembangunan
Region_1972,9.93,39.65,74.55,74.79,73.36,Perlu Pembangunan
Region_1981,6.82,41.75,78.09,76.33,71.47,Perlu Pembangunan
Region_1982,17.44,16.31,79.54,79.48,61.98,Perlu Pembangunan
Region_1985,8.02,23.02,75.06,69.0,70.71,Perlu Pembangunan
Region_1987,10.0,4.64,75.51,69.95,64.05,Perlu Pembangunan
Region_1990,17.86,35.34,75.7,69.09,63.17,Perlu Pembangunan
Region_1996,17.37,13.93,77.48,58.74,77.75,Perlu Pembangunan
Region_1998,18.26,13.09,78.2,63.77,61.02,Perlu Pembangunan
Region_2007,5.48,8.63,71.82,71.58,77.98,Perlu Pembangunan
Region_2026,14.09,26.83,76.44,71.04,56.83,Perlu Pembangunan
Region_2029,17.87,25.03,72.01,74.07,78.07,Perlu Pembangunan
Region_2038,7.61,27.55,76.26,78.18,61.24,Perlu Pembangunan
Region_2039,9.54,9.94,75.67,56.8,65.16,Perlu Pembangunan
ACEH,14.38,14.45,73.4,68.42,72.35,Tidak Perlu Pembangunan
Aceh Singkil,14.35,19.15,70.14,65.84,69.82,Tidak Perlu Pembangunan
Aceh Tenggara,14.27,12.45,71.05,66.71,70.69,Tidak Perlu Pembangunan
Aceh Tengah,14.85,14.38,74.6,67.25,71.21,Tidak Perlu Pembangunan
Aceh Barat,14.64,17.86,72.88,66.4,70.38,Tidak Perlu Pembangunan
Aceh Besar,14.76,13.38,74.53,68.22,72.16,Tidak Perlu Pembangunan
Pidie,14.5,18.78,71.66,65.36,69.32,Tidak Perlu Pembangunan
Bireuen,14.87,12.12,73.63,69.72,73.7,Tidak Perlu Pembangunan
Aceh Utara,14.74,16.64,70.87,67.21,71.18,Tidak Perlu Pembangunan
Aceh Tamiang,14.23,12.51,71.35,68.12,72.6,Tidak Perlu Pembangunan
Nagan Raya,14.17,17.25,70.78,67.68,71.63,Tidak Perlu Pembangunan
Aceh Jaya,14.02,12.42,70.88,65.62,69.59,Tidak Perlu Pembangunan
Bener Meriah,13.72,18.31,74.49,67.71,71.66,Tidak Perlu Pembangunan
Pidie Jaya,14.99,18.4,74.8,68.68,72.61,Tidak Perlu Pembangunan
Kota Sabang,14.68,14.59,77.52,69.05,73.0,Tidak Perlu Pembangunan
Kota Langsa,15.7,10.53,78.36,67.85,71.8,Tidak Perlu Pembangunan
Kota Lhokseumawe,15.54,10.73,78.92,70.11,74.11,Tidak Perlu Pembangunan
SUMATERA UTARA,13.48,8.15,73.37,68.06,72.0,Tidak Perlu Pembangunan
Tapanuli Selatan,13.58,7.01,71.55,63.67,67.54,Perlu Pembangunan
Tapanuli Tengah,13.49,11.5,70.91,65.95,69.94,Tidak Perlu Pembangunan
Tapanuli Utara,13.73,8.54,74.65,67.64,71.59,Tidak Perlu Pembangunan
Toba Samosir / Toba,13.59,8.04,76.38,69.31,73.27,Tidak Perlu Pembangunan
Labuhan Batu,13.25,7.99,73.69,68.85,72.79,Tidak Perlu Pembangunan
Asahan,12.64,8.21,71.56,67.15,71.12,Tidak Perlu Pembangunan
Simalungun,12.82,7.87,74.29,70.25,74.26,Tidak Perlu Pembangunan
Dairi,13.32,7.47,73.27,68.18,72.12,Tidak Perlu Pembangunan
Karo,13.25,7.98,75.98,70.32,74.33,Tidak Perlu Pembangunan
Deli Serdang,13.39,3.44,76.52,70.35,74.36,Tidak Perlu Pembangunan
Langkat,13.27,9.23,72.21,67.71,71.66,Tidak Perlu Pembangunan
Humbang Hasundutan,13.32,8.69,70.75,68.35,72.29,Tidak Perlu Pembangunan
Samosir,13.51,11.66,72.08,70.28,74.29,Tidak Perlu Pembangunan
Serdang Bedagai,12.64,7.44,71.75,67.66,71.62,Tidak Perlu Pembangunan
Batu Bara,13.11,11.38,70.31,65.94,69.93,Tidak Perlu Pembangunan
Padang Lawas Utara,13.53,8.79,71.63,65.87,69.86,Tidak Perlu Pembangunan
Padang Lawas,13.7,7.89,70.34,65.77,69.74,Tidak Perlu Pembangunan
Labuhan Batu Selatan,13.42,8.06,72.82,67.61,71.57,Tidak Perlu Pembangunan
Labuhan Batu Utara,13.57,9.08,73.63,68.33,72.27,Tidak Perlu Pembangunan
Kota Sibolga,13.42,11.42,75.2,68.26,72.2,Tidak Perlu Pembangunan
Kota Tanjung Balai,13.14,12.21,70.59,62.42,66.24,Perlu Pembangunan
Kota Tebing Tinggi,13.12,9.49,76.98,69.69,73.67,Tidak Perlu Pembangunan
Kota Binjai,14.17,4.79,77.6,71.09,75.28,Tidak Perlu Pembangunan
Kota Padangsidimpuan,14.59,6.85,76.44,68.28,72.22,Tidak Perlu Pembangunan
Kota Gunungsitoli,13.78,14.78,70.68,70.13,74.14,Tidak Perlu Pembangunan
SUMATERA BARAT,14.11,5.95,73.75,68.27,72.21,Tidak Perlu Pembangunan
Pesisir Selatan,13.36,7.34,71.44,69.58,73.55,Tidak Perlu Pembangunan
Solok,13.55,7.13,70.63,67.63,71.58,Tidak Perlu Pembangunan
Tanah Datar,14.78,4.16,73.98,68.92,72.86,Tidak Perlu Pembangunan
Padang Pariaman,14.19,6.34,72.61,67.77,71.72,Tidak Perlu Pembangunan
Agam,13.89,6.6,73.98,71.15,75.41,Tidak Perlu Pembangunan
Lima Puluh Kota,13.41,6.8,70.7,68.38,72.31,Tidak Perlu Pembangunan
Solok Selatan,12.8,6.45,70.58,66.77,70.74,Tidak Perlu Pembangunan
Dharmasraya,12.68,5.56,73.04,70.29,74.3,Tidak Perlu Pembangunan
Pasaman Barat,13.7,6.92,70.19,66.59,70.56,Tidak Perlu Pembangunan
Kota Solok,14.36,3.05,79.58,72.62,76.31,Tidak Perlu Pembangunan
Kota Sawah Lunto,13.69,2.27,74.42,68.77,72.71,Tidak Perlu Pembangunan
Kota Padang Panjang,15.29,5.24,79.26,71.16,75.41,Tidak Perlu Pembangunan
Kota Payakumbuh,14.3,5.44,79.97,72.67,76.35,Tidak Perlu Pembangunan
Kota Pariaman,14.79,4.2,78.13,69.02,72.97,Tidak Perlu Pembangunan
RIAU,13.3,6.68,74.04,70.28,74.29,Tidak Perlu Pembangunan
Kuantan Singingi,13.37,8.07,71.67,67.19,71.16,Tidak Perlu Pembangunan
Indragiri Hulu,12.59,6.06,71.04,68.77,72.71,Tidak Perlu Pembangunan
Pelalawan,12.9,8.15,73.59,70.05,74.5,Tidak Perlu Pembangunan
Siak,12.86,5.23,74.98,69.69,73.68,Tidak Perlu Pembangunan
Kampar,13.6,7.04,74.24,69.49,73.46,Tidak Perlu Pembangunan
Rokan Hulu,12.88,9.72,71.02,68.91,72.86,Tidak Perlu Pembangunan
